text,sentiment,,,,,,,
"@AntoniusCDN Solusi macem apa ini tolol, sekelas menteri buat solusi gini
Coba di audit lagi itu PLN, ada yg ga bener jelas. Sama gaji"" komisaris, dirut dll di pangkas jgn ke besaran gaji yg ga masuk akal",negative,negative,,,,,,
Ehh masuk akal lohhhh. Dan asli jadi makin penasaran.,negative,positive,,,,,,
"“This is all because of you.”
“I became human.”

Omg Eunho, who never wanted to become human, ends up becoming one, and it’s all because of Siyeol. Something about him causes her to lose her gumiho powers. Now it finally makes sense why Eunho is living in Siyeol’s house, and it also seems like Siyeol loses everything once Eunho’s powers disappear. That’s probably why the two of them are suddenly living such a modest life.

The story is getting more and more interesting. The conflict likely begins when Eunho loses her powers, which means Siyeol has to help her regain them. And somewhere along that journey, the resentment they once felt might slowly turn into love.

If you like gumiho stories, you should definitely watch No Tail To Tell, because like I said this one is different from typical gumiho stories.

#NoTailToTell #KimHyeYoon #Lomon",negative,neutral,,,,,,
NoTailToTell,negative,neutral,,,,,,
KimHyeYoon,positive,neutral,,,,,,
Lomon,positive,neutral,,,,,,
KONSISTEN IKU GUDUK PAS PREI TETEP MLAKU TAPI ISI PANGANANE SENG MASUK AKAL MBODDD JMBOODDD OON,negative,negative,,,,,,
"Aku jane pengen ngguyu. Lha terus badogane kuwi meh diuntal sapa, cuuuuk?! 😂 https://t.co/4bO3oF4vNR",negative,neutral,,,,,,
"@poconxg Nyari hidup yang nggak terus2 an diinjek.
nyari hari di mana capek itu masuk akal.
nyari ruang buat jadi manusia, bukan sawit.",negative,negative,,,,,,
"BTW SEMANGAT YA MBAKNYA... PACARAN BUKAN SUATU KRIMINAL KOK, SAKIT JIWA AJA YG NGEHATE GARA² HAL YG GA MASUK AKAL",negative,positive,,,,,,
"@Urrangawak Lo punya kuwasa wo @prabowo  ga masuk akal harga segitu, udah sakit negara ini. Cukk cukkkkkkk aneh banget banget.",negative,negative,,,,,,
"@joochocoo Ih seru banget teorinya dan masuk akal 😭😭
bener² pinter sbs ngasih teaser. Dikasih hint² tapi kita juga masih ga bisa mastiin kecuali pas nanti nontonnya 🤣🤣",positive,positive,,,,,,
Athanasia sampai bingung sama otaknya papanya sendiri yang gak masuk akal. https://t.co/RlJNbQ69Cg,negative,negative,,,,,,
"kayaknya emang gak ada yang mau menggabungkan emosi negatif dalam kebaikan.

daripada menjadi marah untuk melindungi kebaikan, mereka rela mati.

pantesan cuman orang jahat yang hidup.

aku belum mengerahkan 100% kemampuan milikku, https://t.co/lkCPO6Uofm",negative,neutral,,,,,,
"@aSaHI0Hamada @techsureX Caper ke siapa tuh? Kalo caper ke teume, gak masuk akal, karena dia aja gak nyebut tresur. Jadi seharusnya itu gak ngundang entitas teumes sih, ya. 😂",negative,negative,,,,,,
"@BaadilaOscar Siap, jd masuk akal klo gitu",neutral,positive,,,,,,
@kdrama_menfess mulai ngerasa aneh pas adegan kebakaran. masak asap setebal itu jangkiyong utuh padahal dia didlm ruangan awal mula kebakaran terjadi. kayak gak masuk akal. wkwkw mana digendong eunjin. tapi tetep aku liat sampe kelar sih. 7/10 lah.,negative,negative,,,,,,
"@Paman_1168 @Dhinda_8 Bukan masalah pembenci tapi emang gk masuk akal saja,, wajahnya saja gk sama dgn yg diijazah tapi mengakui itu org yg sama,,kalo km pake mata manusia ya pasti beda, sayang km pake mata anjing mgkn jadi liat sama",negative,negative,,,,,,
"@chandra_6813 @aesculapiusw Lebih aneh 1 nabi yg itu , baca sekilas aja uda ga masuk akal
Bulan terbelah bla bla duh bingung orgil dri guha dapat wejangan setan barangkali
Kl gak percaya injil masa bodoh sih, percayailah mamad mu itu yg pernah 1 thn kena guna* sihir monggo🤣",negative,negative,,,,,,
Masuk akal jugak satu idol tu dah 3-4 fansite kalau treasure tbz nct dream dah byk gila fansite for individual idol gg lagi,negative,positive,,,,,,
damn are they all fansites……????  https://t.co/ij2Ozeipba,negative,neutral,,,,,,
@lotsobyniii @tanyakanrl Masuk akal.,negative,positive,,,,,,
"@samsungID Tebakan paling masuk akal ya #SamsungWallet, Gak Sabar Coba beneran #JadiMudah #TebakLogoSamsung",positive,positive,,,,,,
SamsungWallet,positive,neutral,,,,,,
JadiMudah,positive,neutral,,,,,,
TebakLogoSamsung,negative,neutral,,,,,,
madanon memang suka benda x masuk akal,positive,positive,,,,,,
"Semua Negara ASEAN Belum Tandatangan Perjanjian ART Melainkan Malaysia dan Kemboja
 
"" Filipina tak sign, Singapura tak sign, Brunei tak sign. Tapi kita yang lebih pandai kita sign, kita surrender semua. Tidak ada benefit kepada Malaysia."" https://t.co/z1VtKgmkvQ",negative,neutral,,,,,,
"@samsungID Jawaban paling masuk akal #SamsungWallet, Gak Sabar Coba karena bikin hidup #JadiMudah #TebakLogoSamsung",positive,positive,,,,,,
"@samsungID jawaban paling masuk akal #SamsungWallet, udah coba dan emang memudahkan #JadiMudah #TebakLogoSamsung",positive,positive,,,,,,
@ardisatriawan Makin ga masuk akal aja dari hari ke hari😭😭,negative,negative,,,,,,
"Now playing ""geisha - sementara sendiri""
(Liriknya relate, banget)",positive,positive,,,,,,
@samsungID Jawaban paling masuk akal ya #SamsungWallet min! Gak Sabar Coba karena keliatannya bikin semua jadi lebih sat set ⚡ #JadiMudah #TebakLogoSamsung,positive,positive,,,,,,
"Ngikutin drama on going, ujung2nya eneg sndiri krn liat spoileran wkwkkwk, ga masuk akal ni ah lamalama",negative,negative,,,,,,
just d1ed of cringe because what the fuck is this 2010s plot?@#$?%,negative,negative,,,,,,
"@jossgawine relate banget phi, izin ritwit yh",neutral,positive,,,,,,
@Jateng_Twit Gaji gaji yang kerja di PLN mah hrus di audit ...? Masih masuk akal gak..?,negative,neutral,,,,,,
@AnKiiim_ @CakTugiman Kl gimi jd masuk akal kl ditutupin bangkainya,negative,positive,,,,,,
"Alterbdg! Hai sender hari ini mau ke bandung. Rekom apart/penginapan yg dkt pasteur, dago, antapani yg harganya masih masuk akal dong:(",positive,neutral,,,,,,
@whatsuprony Nggk masuk akal,negative,negative,,,,,,
@grasciand Masuk akal juga konspirasinya,neutral,positive,,,,,,
@grasciand masuk akal juga yaa,positive,positive,,,,,,
@AntoniusCDN Knp sih opini atau saran dia g ada yg masuk akal pikiran manusia??,negative,negative,,,,,,
@jellysavor sial ketebak bgt alesannya😌 ayo dong bikin alesan baru lagi yg jauh lebih ga masuk akal,negative,negative,,,,,,
"YG ATAS GW RELATE BANGET, chat fc nya ga dibales-bales yaudah gw samperin. eh ternyata lg ngurusin yg skripsian 😭😭😭",negative,positive,,,,,,
"-star gais drop meme yang sejenis kaya gini dong versi idol kalian, ngakak liatnya😂 https://t.co/2uVynHakHg",negative,neutral,,,,,,
@omosh1roi Meskipun dia valid sih merasa tua. TAPI ?!?!?!?!? 😭😭😭😭😭😭😭😭,negative,neutral,,,,,,
"️️ ️️
️️
️️ ️️
Hingga tiba gilirannya, Daisy merasa bersyukur karena tantangan dan pertanyaan yang ia dapatkan masih masuk akal.
️️ ️️
️️
️️ ️️",positive,positive,,,,,,1
@hasyimmah Kemewahan yg bapak inginkan itu kemewahan yg masuk akal dan normal aja 😅,positive,positive,,,,,,1
@i244AM Selagi masuk akal gas aja finnn,neutral,positive,,,,,,1
"@AnjingElon50599 @MbahZaid @mwx_ai Setuju. Utilitas itu kompasnya. Siapa yang fokus ke sana, biasanya reward-nya paling masuk akal.",positive,positive,,,,,,1
"Sebuah obrolan malam hari. Jujur aku sudah nggak kuat lanjut di kerjaan sekarang, kayak diperbudak dan tahun depan beban kerja bakal makin tambah dan nggak masuk akal. Tapi kalau mau resign masih banyak hal yang perlu dipertimbangkan. https://t.co/iPhIU8HQzU",negative,positive,,,,,,1
"Lupa switch akun tiktok di hp mak ku, biarin lah drpd orngnya nonton ceramah ga masuk akal terus males dngernya",negative,neutral,,,,,,3
"Yang gak masuk akal PLN kok bisa rugi? Padahal monopoli, guendeng rek",negative,negative,,,,,,2
https://t.co/NSdMrJmFLh,neutral,neutral,,,,,,3
"@AntoniusCDN Sensor kek mukanya, sebel bat gua liatnya. Orang mah yg gak masuk akal cukup mukanya ajah udah, kebijakannya jangan ikut""an. Ini malah diborong semua. Heran gua.",negative,negative,,,,,,2
"@seruanhl @ch_chotimah2 @NgkongRoses @Anak__Ogi @AntoniusCDN @Ary_PrasKe2 @denni_sauya @DS_yantie @FirzaHusain @Urrangawak @sydneyzw @BebySoSweet Justru bukan Keputusan MK yang jadi masalah bagi saya, tapi memang Prabowo terpilih itu karena ada Gibran,,, nah apa sih sebabnya mereka ini pilih Gibran itu yang gak masuk akal.",neutral,neutral,,,,,,3
@lilouisback yeah. ga masuk akal,negative,negative,,,,,,2
Klo lisa liat fansnya ada bentukan begini keknya dibuang deh nih org ekwkwkwk toxic ga masuk akal. Otak dangkal,negative,negative,,,,,,2
none of red velvet was fucking with her except yeri,positive,negative,,,,,,2
"@AntoniusCDN Klo diperhatiin pembantu presiden kaya bahlil ini nggak bisa usaha. Klo cuma tinggal naikin mah gampang, dan alesannya nggak masuk akal. Coba nyari untung gede, tapi jngm nyusahin rakyat. Kami juga sudah hemat, pemakaian sesuai kebutuhan. Biar nggak mahal bayar.",negative,negative,,,,,,2
@masssgul @tinaberkata @prabowo Usul yang bagus dan masuk akal,positive,positive,,,,,,1
"Kumpulan artikel otomotif terpopuler pada Kamis (25/12/2025), mulai wacana mobil nasional hingga 1 juta kendaraan tinggalkan Jabotabek. https://t.co/TscfnSTsee",neutral,neutral,,,,,,3
@imwithyun masuk akal sih wkwkwk,positive,positive,,,,,,1
"Aku jumpa sama penjaga kafe di pantai pas air udah surut, lengannya luka sampe keliatan tulangnya. kata beliau kalo air laut itu surut ke tengah. Orang bukan pada lari, malah ambil ikan ke tengah laut. Nggak masuk akal emang kalo dipikir air laut surut ke darat.",negative,negative,,,,,,2
"Emang orang kalau cemburuan tuh gak masuk akal begini yah, jatoh nya lu nuduh gue dengan hal yang gak mendasar anjing sakit banget otak lu. KENAPA GUE PERNAH BERTAHAN SAMA ORANG UANG BEGINI DULU NJING 🫵🏻😭",negative,negative,,,,,,2
Berantem lagi https://t.co/jgiUr9ucm4,negative,negative,,,,,,2
"@mustikarahaayu @MbahZaid @mwx_ai Kalau bicara AI crypto yang siap scale, contoh kayak gini yang masuk akal.",neutral,positive,,,,,,1
@Dhinda_8 Ya nda mungkinlah menghilangkan barang bukti didepan petugas klu itu yg terjadi tersangka langsung diborgol bawa ke penjara alasan yg tdk masuk akal....,negative,negative,,,,,,2
@SS99YIHYUN @wuomin Muka ketika baca mention yang tidak masuk akal :),negative,negative,,,,,,2
"soalnya fl bangun kesadaran sebulan yg lalu, malahan lebih ke transmigrasi ini mah, kalo reinkarnasi harusnya dari bayi, tapi masuk akal juga kalo ingatannya baru dibuka wkwk sebelumnya kesegel, khas xianxia. 

Karena ini belum tamat translate, bakalan baca pelan pelan aja.",negative,neutral,,,,,,3
@kitschied @Ruscsell ga masuk akal belio ini,negative,negative,,,,,,2
"Bernegara paska 10 tahun ini tambah berat, rakyat di paksa untuk menerima perbuatan pemerintah yang tidak masuk akal.

Rakyat seperti  ""property demokrasi"" untuk di perdagangkan di mata kapitalis. 

Mereka bebas menggunakan Polisi dan TNI untuk memaksa rakyat agar bodoh dan diam",negative,negative,,,,,,2
